Issue Title,Issue Description,Pull Number,Pull Description
https://issues.apache.org/jira/browse/AMQ-5836,"Modifying start up scripts to consistently use the same property names
",111,"Modifying start up scripts to consistently use the same property names
"
https://issues.apache.org/jira/browse/AMQ-5393,"Adding a property called schedulePeriodForDiskUsageCheck which can be set
to a time period to periodically check disk usage limits and adjust if the amount of 
disk space has been reduced.
",110,"Adding a property called schedulePeriodForDiskUsageCheck which can be set
to a time period to periodically check disk usage limits and adjust if the amount of 
disk space has been reduced.
"
Renames env script to avoid possible POSIX env shadowing,"Got an issue with other shell scripts, turns out that when one prepends `$PATH` by `activemq/bin`, `env` is shadowed by ActiveMQ's `env`.

That means that script that want to run commands in customized environment will simple don't be executed like : 

``` sh
env A=aaa B=bbb mv ...
```

Worse such lines won't fail, because this will return the `0` exit status. The workaround is simple, i.e. append in `%PATH` instead of prepend. But a proper fix is needed. This PR proposes to rename the shell script from `env` to `activemq-env`.
",109,"Got an issue with other shell scripts, turns out that when one prepends `$PATH` by `activemq/bin`, `env` is shadowed by ActiveMQ's `env`.

That means that script that want to run commands in customized environment will simple don't be executed like : 

``` sh
env A=aaa B=bbb mv ...
```

Worse such lines won't fail, because this will return the `0` exit status. The workaround is simple, i.e. append in `%PATH` instead of prepend. But a proper fix is needed. This PR proposes to rename the shell script from `env` to `activemq-env`.
"
"fix for: ""--msgsel"" for the purge command not working as described","The help of ""activemq purge"" states

```
Main purge --msgsel \""JMSMessageID='*:10',JMSPriority>5\"" FOO.*
    - Delete all the messages in the destinations that matches FOO.* and has a JMSMessageID in
      the header field that matches the wildcard *:10, and has a JMSPriority field > 5 in the
      queue FOO.BAR.
      SLQ92 syntax is also supported.
```

But passing `JMSMessageID='*:10'` as selector for the purge command doesn't purge a message  even the message exsist. The pull request provide a code fix and a related unit test.

The message selector in the browse command works as described.

```
activemq browse --amqurl tcp://localhost:61616 --msgsel ""JMSMessageID='*:10'"" TEST

JMS_BODY_FIELD:JMSText = test message: 9
JMS_HEADER_FIELD:JMSExpiration = 0
JMS_HEADER_FIELD:JMSMessageID = ID:HIDDEN-63485-1433505789304-1:1:1:1:10
JMS_HEADER_FIELD:JMSPriority = 4
JMS_HEADER_FIELD:JMSDestination = TEST
JMS_HEADER_FIELD:JMSTimestamp = 1433505789534
JMS_HEADER_FIELD:JMSRedelivered = false
JMS_HEADER_FIELD:JMSDeliveryMode = persistent
```

Using the same selector for the purge command does not work.

```
activemq purge --msgsel ""JMSMessageID='*:10'"" TEST
INFO: Removed: 0 messages for message selector JMSMessageID='*:10'

activemq purge --msgsel ""JMSMessageID='*:10',JMSPriority=4"" TEST
INFO: Removed: 0 messages for message selector (JMSMessageID='%:10') AND (JMSPriority=4)
```

Passing the whole message ID purge the selected message.

```
activemq purge --msgsel ""JMSMessageID='ID:HIDDEN-63485-1433505789304-1:1:1:1:10'"" TEST

INFO: Removed: 1 messages for message selector JMSMessageID='ID:HIDDEN-63485-1433505789304-1:1:1:1:10'
```
",108,"The help of ""activemq purge"" states

```
Main purge --msgsel \""JMSMessageID='*:10',JMSPriority>5\"" FOO.*
    - Delete all the messages in the destinations that matches FOO.* and has a JMSMessageID in
      the header field that matches the wildcard *:10, and has a JMSPriority field > 5 in the
      queue FOO.BAR.
      SLQ92 syntax is also supported.
```

But passing `JMSMessageID='*:10'` as selector for the purge command doesn't purge a message  even the message exsist. The pull request provide a code fix and a related unit test.

The message selector in the browse command works as described.

```
activemq browse --amqurl tcp://localhost:61616 --msgsel ""JMSMessageID='*:10'"" TEST

JMS_BODY_FIELD:JMSText = test message: 9
JMS_HEADER_FIELD:JMSExpiration = 0
JMS_HEADER_FIELD:JMSMessageID = ID:HIDDEN-63485-1433505789304-1:1:1:1:10
JMS_HEADER_FIELD:JMSPriority = 4
JMS_HEADER_FIELD:JMSDestination = TEST
JMS_HEADER_FIELD:JMSTimestamp = 1433505789534
JMS_HEADER_FIELD:JMSRedelivered = false
JMS_HEADER_FIELD:JMSDeliveryMode = persistent
```

Using the same selector for the purge command does not work.

```
activemq purge --msgsel ""JMSMessageID='*:10'"" TEST
INFO: Removed: 0 messages for message selector JMSMessageID='*:10'

activemq purge --msgsel ""JMSMessageID='*:10',JMSPriority=4"" TEST
INFO: Removed: 0 messages for message selector (JMSMessageID='%:10') AND (JMSPriority=4)
```

Passing the whole message ID purge the selected message.

```
activemq purge --msgsel ""JMSMessageID='ID:HIDDEN-63485-1433505789304-1:1:1:1:10'"" TEST

INFO: Removed: 1 messages for message selector JMSMessageID='ID:HIDDEN-63485-1433505789304-1:1:1:1:10'
```
"
[AMQ-5821] Avoid probing of classes in Activator,,107,
AMQ-5713 - making accessors public to remove startup error.,"Includes unit test DestinationBridgeAccessorsTest which replicated the problem and now passes.
",106,"Includes unit test DestinationBridgeAccessorsTest which replicated the problem and now passes.
"
https://issues.apache.org/jira/browse/AMQ-5813,"Fixing countBeforeFull for TopicSubscriptions to report a positive value
",105,"Fixing countBeforeFull for TopicSubscriptions to report a positive value
"
[AMQ-5796] Incorrect Task Usage mentioned for amq browse command for …,"…the msgsel option
",104,"…the msgsel option
"
https://issues.apache.org/jira/browse/AMQ-5771,"Including remote ip address when logging authentication failures
",103,"Including remote ip address when logging authentication failures
"
https://issues.apache.org/jira/browse/AMQ-5792 - Adding SubscriptionStatistics,"Adding SubscriptionStatistics to group together all metrics in a bean
for a subscription.
",102,"Adding SubscriptionStatistics to group together all metrics in a bean
for a subscription.
"
Fixing missing volatile on references in VMTransport,"Fixing missing volatile on references in VMTransport to prevent a synchronization bug.

This resolves https://issues.apache.org/jira/browse/AMQ-5787
",101,"Fixing missing volatile on references in VMTransport to prevent a synchronization bug.

This resolves https://issues.apache.org/jira/browse/AMQ-5787
"
AMQ-5782 Added support to the Resource Adapter for SSL,,100,
Adding maxFrameSize to the Stomp Protocol,"Adding maxFrameSize to the Stomp Protocol so that a maximum frame size can be validated to be consistent with OpenWire.

This applies to https://issues.apache.org/jira/browse/AMQ-5776
",99,"Adding maxFrameSize to the Stomp Protocol so that a maximum frame size can be validated to be consistent with OpenWire.

This applies to https://issues.apache.org/jira/browse/AMQ-5776
"
Adding the ability to limit the maximum size of a message,"Adding the ability to limit the maximum size of a message sent by a client per transport.

This can be configured in on the transport connector in xml.  For example:

``` xml
<broker>
  ...
  <transportConnectors>
    <transportConnector name=""nio"" uri=""nio://0.0.0.0:61616"" maximumMessageSize=""1 mb""/>  
  </<transportConnectors>
  ...
</broker>
```

This resolves https://issues.apache.org/jira/browse/AMQ-5774
",98,"Adding the ability to limit the maximum size of a message sent by a client per transport.

This can be configured in on the transport connector in xml.  For example:

``` xml
<broker>
  ...
  <transportConnectors>
    <transportConnector name=""nio"" uri=""nio://0.0.0.0:61616"" maximumMessageSize=""1 mb""/>  
  </<transportConnectors>
  ...
</broker>
```

This resolves https://issues.apache.org/jira/browse/AMQ-5774
"
Adding a configuration option set max destinations on the broker,"Adding a configuration option to PolicyEntry to enable setting the maximum number of created destinations by policy on the broker.

This resolves https://issues.apache.org/jira/browse/AMQ-5751
",97,"Adding a configuration option to PolicyEntry to enable setting the maximum number of created destinations by policy on the broker.

This resolves https://issues.apache.org/jira/browse/AMQ-5751
"
Add use case using 2 consumers where one is Low and the other High. Exte...,"- Add use case init test using 2 consumers where one is a Low and the other a High Priority user. 
- Extend the use case using prefetchSize to verify that the High priority consumer gets just 5 messages while the second gets 15 messages. That validates the hypothesis described within the doc - last sentence here - http://activemq.apache.org/consumer-priority.html
",96,"- Add use case init test using 2 consumers where one is a Low and the other a High Priority user. 
- Extend the use case using prefetchSize to verify that the High priority consumer gets just 5 messages while the second gets 15 messages. That validates the hypothesis described within the doc - last sentence here - http://activemq.apache.org/consumer-priority.html
"
Add use case with 2 consumers where one is exclusive,"Example where we start 2 consumers where one is exclusive and not the second and we control/check that all the messages are consumed by the exclusive
",95,"Example where we start 2 consumers where one is exclusive and not the second and we control/check that all the messages are consumed by the exclusive
"
Add example using retroactive customer with a fixedsubscriptionrecoveryp...,"Add example using retroactive customer with a fixedsubscriptionrecoverypolicy for JMS Topic and broker restarted

Remark : The example works not matter if we use the property ""consumer.retroactive=true/false"". Is there a mistake within the code of the example ?
",94,"Add example using retroactive customer with a fixedsubscriptionrecoverypolicy for JMS Topic and broker restarted

Remark : The example works not matter if we use the property ""consumer.retroactive=true/false"". Is there a mistake within the code of the example ?
"
Added an uncaught exception handler to ThreadPoolExecutor," Added an uncaught exception handler to ThreadPoolExecutor getExecutor() method to log errors in threads.

This resolves https://issues.apache.org/jira/browse/AMQ-5750
",93," Added an uncaught exception handler to ThreadPoolExecutor getExecutor() method to log errors in threads.

This resolves https://issues.apache.org/jira/browse/AMQ-5750
"
Added a getMessageSize method to MessageStore,"Added a getMessageSize method to MessageStore to support retrieving the total message size of all stored messages for a destination.  This is useful for metrics.

This resolves https://issues.apache.org/jira/browse/AMQ-5748
",92,"Added a getMessageSize method to MessageStore to support retrieving the total message size of all stored messages for a destination.  This is useful for metrics.

This resolves https://issues.apache.org/jira/browse/AMQ-5748
"
AMQ-4693 Adds Kerberos 5 authentication and connection encryption over TLS,"Basing on RFC2712
",91,"Basing on RFC2712
"
AMQ-5713 - adding getDoHandlReplyTo to satisfy spring config load errors,"For:

https://issues.apache.org/jira/browse/AMQ-5713
",90,"For:

https://issues.apache.org/jira/browse/AMQ-5713
"
Set eclipse plugin version in leveldb-store pom,,89,
Do not log passwords on MBean method calls.,"Previous to this patch the AnnotatedMBean class would simply dump
any arguments passed in via JMX call to the log (when audit is enabled).
Method parameters can sometimes contain sensitive information such as
the password field on QueueView.sendTextMessage.

This patch adds a @Sensitive annotation to the JMX module allowing
implementations of MBean interfaces to mark method parameters as sensitive
preventing values from being logged.
",88,"Previous to this patch the AnnotatedMBean class would simply dump
any arguments passed in via JMX call to the log (when audit is enabled).
Method parameters can sometimes contain sensitive information such as
the password field on QueueView.sendTextMessage.

This patch adds a @Sensitive annotation to the JMX module allowing
implementations of MBean interfaces to mark method parameters as sensitive
preventing values from being logged.
"
AMQ-5721 - Update ActiveMQ to use commons-pool2 instead of commons-pool....,"...AMQ-5636 will need it. The JMS pool and other components should use it as well.
",87,"...AMQ-5636 will need it. The JMS pool and other components should use it as well.
"
Updated durable related error messages in TopicRegion,"Updated durable related error messages in TopicRegion to include both subscriptionName and clientId.

```
This resolves https://issues.apache.org/jira/browse/AMQ-5719
```
",86,"Updated durable related error messages in TopicRegion to include both subscriptionName and clientId.

```
This resolves https://issues.apache.org/jira/browse/AMQ-5719
```
"
Add support for suffix destination filtering.,,85,
Modified StoreQueueCursor to prevent a broker deadlock,"Modified StoreQueueCursor to properly implement tryAddMessageLast so that the message lock can be released during a timeout when the temporary store is full.  Updated Queue to call tryAddMessageLast instead of addMessageLast in the cursorAdd method.

```
This resolves https://issues.apache.org/jira/browse/AMQ-5712
```
",84,"Modified StoreQueueCursor to properly implement tryAddMessageLast so that the message lock can be released during a timeout when the temporary store is full.  Updated Queue to call tryAddMessageLast instead of addMessageLast in the cursorAdd method.

```
This resolves https://issues.apache.org/jira/browse/AMQ-5712
```
"
https://issues.apache.org/jira/browse/AMQ-5714,,83,
AMQ-5709 Reworking Logging on Locker,"https://issues.apache.org/jira/browse/AMQ-5709

This is about changing how the Log is done in case of not being able to lock (log only once)
",82,"https://issues.apache.org/jira/browse/AMQ-5709

This is about changing how the Log is done in case of not being able to lock (log only once)
"
Trunk kerberos,"AMQ-4693
",81,"AMQ-4693
"
Ensure JMX is started on XBeanBrokerService,"Using the XBeanBrokerService with JMX and Scheduler Support enabled.
The ManagementContext is never started when in slave mode, since
afterPropertiesSet() blocks trying to get the scheduler shared file
lock.  This patch updates the XBeanBrokerService to start the
BrokerService ManagementContext (when isJMX==true) before trying
to get the job scheduler shared file lock..
",80,"Using the XBeanBrokerService with JMX and Scheduler Support enabled.
The ManagementContext is never started when in slave mode, since
afterPropertiesSet() blocks trying to get the scheduler shared file
lock.  This patch updates the XBeanBrokerService to start the
BrokerService ManagementContext (when isJMX==true) before trying
to get the job scheduler shared file lock..
"
Improved filename sanitization,,79,
Improved filename sanitization,,78,
Improved filename sanitization,,77,
fix the inconsistency with ElectingLevelDBStore.isMaster() under AMQ-5082,"I've run through 100 iterations of the ElectingLevelDBStoreTest, I believe this fixes the intermittent issue with the ElectingLevelDBStore failing its isMaster() check.
",76,"I've run through 100 iterations of the ElectingLevelDBStoreTest, I believe this fixes the intermittent issue with the ElectingLevelDBStore failing its isMaster() check.
"
Lichtin patch 1,"AMQ-5669: Update Karaf feature files to add required namespace
",75,"AMQ-5669: Update Karaf feature files to add required namespace
"
AMQ-5082 unit test and patch,"A proposed unit test and patch to address the issues raised in AMQ-5082 (the quorum never recovered after a broker's zookeeper session expires)
",74,"A proposed unit test and patch to address the issues raised in AMQ-5082 (the quorum never recovered after a broker's zookeeper session expires)
"
AMQ-5662 Improve web console retry to support all DLQ names,"https://issues.apache.org/jira/browse/AMQ-5662

Retry link in webconsole is changed from using move and pattern based DLQ identification to use AMQ built in DLQ query and retry mechanism.
",73,"https://issues.apache.org/jira/browse/AMQ-5662

Retry link in webconsole is changed from using move and pattern based DLQ identification to use AMQ built in DLQ query and retry mechanism.
"
"AMQ-5659 Safety measure against infinite loop in ""purge"" (V2)",,72,
"AMQ-5659 Safety measure against infinite loop in ""purge""",,71,
AMQ-5654 Allow ActiveMQ authentication on server side for REST/Ajax clients.,"Allow credentials from servlet context, allow to override with system properties via placeholders.
",70,"Allow credentials from servlet context, allow to override with system properties via placeholders.
"
AMQ-5645 - Updated DayOfMonth cron to roll to next month properly.,"For the Minutes and Hours tokens in CronParser.buildCronEntries() the CronEntry.end value was correctly +1 of actually allowed end values (ex. a time of 10:60 is not possible).  Updated DayOfMonth to also be +1 (32 instead of 31).  Expanded unit tests included.
",69,"For the Minutes and Hours tokens in CronParser.buildCronEntries() the CronEntry.end value was correctly +1 of actually allowed end values (ex. a time of 10:60 is not possible).  Updated DayOfMonth to also be +1 (32 instead of 31).  Expanded unit tests included.
"
AMQ-5649: Fixed max producers per connection for anonymous producers,"Modified TransportConnection so that maximumProducersAllowedPerConnection will be enforced even for anonymous producers.

This resolves https://issues.apache.org/jira/browse/AMQ-5649

Two unit tests have been added for this ticket.
",68,"Modified TransportConnection so that maximumProducersAllowedPerConnection will be enforced even for anonymous producers.

This resolves https://issues.apache.org/jira/browse/AMQ-5649

Two unit tests have been added for this ticket.
"
Changes for https://issues.apache.org/jira/browse/AMQ-5642.,"This would allow for configuration in the resource-adapter like this:

``` xml
<admin-object class-name=""org.apache.activemq.ActiveMQXAConnectionFactory"" jndi-name=""java:/AMQXAConnectionFactory"" enabled=""true"" use-java-context=""true"" pool-name=""AMQXAConnectionFactory"">
    <config-property name=""brokerURL"">
          failover:(tcp://localhost:61616)?jms.rmIdFromConnectionId=true&amp;maxReconnectAttempts=0&amp;jms.xaAckMode=2&amp;jms.userName=admin&amp;jms.password=admin
     </config-property>
</admin-object>
```
",67,"This would allow for configuration in the resource-adapter like this:

``` xml
<admin-object class-name=""org.apache.activemq.ActiveMQXAConnectionFactory"" jndi-name=""java:/AMQXAConnectionFactory"" enabled=""true"" use-java-context=""true"" pool-name=""AMQXAConnectionFactory"">
    <config-property name=""brokerURL"">
          failover:(tcp://localhost:61616)?jms.rmIdFromConnectionId=true&amp;maxReconnectAttempts=0&amp;jms.xaAckMode=2&amp;jms.userName=admin&amp;jms.password=admin
     </config-property>
</admin-object>
```
"
AMQ-5636 - Update DBCP to a much more recent version,"AMQ-5636 - Update DBCP to a much more recent version
",66,"AMQ-5636 - Update DBCP to a much more recent version
"
Burton concurrent destination gc,"Improves performance of concurrent destination GC dramatically. 
",65,"Improves performance of concurrent destination GC dramatically. 
"
Fix to only include the activemq opts for memory when start is called.  ...,"...If we don't do this we end up potentially allocating too much memory if -Xms is a high value.
",64,"...If we don't do this we end up potentially allocating too much memory if -Xms is a high value.
"
"revise set and get methods name of Activation Spec properties ""Redeliver...","...yBackOffMultiplier"" and ""RedeliveryUseExponentialBackOff"" to allow configuration through @ActivationConfigProperty.

https://issues.apache.org/jira/browse/AMQ-5613

Activation Spec properties[1] ""RedeliveryBackOffMultiplier"" and ""RedeliveryUseExponentialBackOff"" can not be used within @ActivationConfigProperty, in contrast, it accepts ""backOffMultiplier"" and ""useExponentialBackOff"".

[1] http://activemq.apache.org/resource-adapter-properties.html
",63,"...yBackOffMultiplier"" and ""RedeliveryUseExponentialBackOff"" to allow configuration through @ActivationConfigProperty.

https://issues.apache.org/jira/browse/AMQ-5613

Activation Spec properties[1] ""RedeliveryBackOffMultiplier"" and ""RedeliveryUseExponentialBackOff"" can not be used within @ActivationConfigProperty, in contrast, it accepts ""backOffMultiplier"" and ""useExponentialBackOff"".

[1] http://activemq.apache.org/resource-adapter-properties.html
"
AMQ-4598 purge enhancement,"Reset queue counter during ""purge"" to the number of inflight messages, so that they are not ""hidden"" while still being processed.
",62,"Reset queue counter during ""purge"" to the number of inflight messages, so that they are not ""hidden"" while still being processed.
"
AMQ-5503 - Make init script more reliable,"See https://issues.apache.org/jira/browse/AMQ-5503
Unfortunately the merge of this fix was delayed without any communicated reason.
Therefore i recreated the pull request.
",61,"See https://issues.apache.org/jira/browse/AMQ-5503
Unfortunately the merge of this fix was delayed without any communicated reason.
Therefore i recreated the pull request.
"
https://issues.apache.org/jira/browse/AMQ-4929 - remove old and unused org.apache.activemq.broker.BrokerService#setSupportFailOver,"I've removed the unused method `org.apache.activemq.broker.BrokerService#setSupportFailOver`. Thank you for taking the time to review this patch and merging to master.
",60,"I've removed the unused method `org.apache.activemq.broker.BrokerService#setSupportFailOver`. Thank you for taking the time to review this patch and merging to master.
"
https://issues.apache.org/jira/browse/AMQ-4848 - Karaf update added Transport Connectors...,"This was a fix that I sent pull request #28 which was from Jun 17, 2014. I fixed activemq:list command and it now displays the transport connectors available for the broker on karaf. Can anyone review this patch. If the fix is good then can this be merged? 

![screen shot 2015-02-11 at 4 14 05 pm 2](https://cloud.githubusercontent.com/assets/1269759/6156952/a8b3eae2-b20b-11e4-8cd1-7ae9bca809d0.png)

Also I've updated the pax exam unit test so the integration test does not fail.

![screen shot 2015-02-11 at 4 26 39 pm 2](https://cloud.githubusercontent.com/assets/1269759/6156968/cfaef740-b20b-11e4-9dd7-1fe04a2e84b9.png)
",59,"This was a fix that I sent pull request #28 which was from Jun 17, 2014. I fixed activemq:list command and it now displays the transport connectors available for the broker on karaf. Can anyone review this patch. If the fix is good then can this be merged? 

![screen shot 2015-02-11 at 4 14 05 pm 2](https://cloud.githubusercontent.com/assets/1269759/6156952/a8b3eae2-b20b-11e4-8cd1-7ae9bca809d0.png)

Also I've updated the pax exam unit test so the integration test does not fail.

![screen shot 2015-02-11 at 4 26 39 pm 2](https://cloud.githubusercontent.com/assets/1269759/6156968/cfaef740-b20b-11e4-9dd7-1fe04a2e84b9.png)
"
Fixed bug for cron test.,"The test method(org.apache.activemq.broker.scheduler.CronParserTest.testgetNextTimeMinutes) is failure on my machine,because the result of calender.setTimeInMillis(0) is 1970-01-01 08:30:00 not 1970-01-01 08:00:00.
The result of expresssion(next - current) should be 60_40_1000 not 60_10_1000. 
",58,"The test method(org.apache.activemq.broker.scheduler.CronParserTest.testgetNextTimeMinutes) is failure on my machine,because the result of calender.setTimeInMillis(0) is 1970-01-01 08:30:00 not 1970-01-01 08:00:00.
The result of expresssion(next - current) should be 60_40_1000 not 60_10_1000. 
"
StoreDurableSubscriberCursor don't set its inner cursors' maxProducersToAudit correctly,"StoreDurableSubscriberCursor don't set its inner cursors' maxProducersToAudit correctly
",57,"StoreDurableSubscriberCursor don't set its inner cursors' maxProducersToAudit correctly
"
Add getUptimeMillis() to the BrokerView MBean,"I need to be able to get the up-time of the broker in milliseconds, rather than as a formatted string.
",56,"I need to be able to get the up-time of the broker in milliseconds, rather than as a formatted string.
"
AMQ-5503 - Make init script more reliable,"see https://issues.apache.org/jira/browse/AMQ-5503
",55,"see https://issues.apache.org/jira/browse/AMQ-5503
"
Remaining changes create in context of AMQ-5378,"This pullrequest assembles various changes which stabilize and improve the activemq unix init script.
",54,"This pullrequest assembles various changes which stabilize and improve the activemq unix init script.
"
Fix for https://issues.apache.org/jira/browse/AMQ-5174 ,"- Cannot use the `JDBCIOExceptionHandler` when `KahaDB` is configured to use a `lease-database-locker`.
",53,"- Cannot use the `JDBCIOExceptionHandler` when `KahaDB` is configured to use a `lease-database-locker`.
"
Next step of refactoring,"All changes were successfully tested on Ubuntu and MacOSX with the new test suite.
(assembly/src/test/sh/init-script-testsuite)
",52,"All changes were successfully tested on Ubuntu and MacOSX with the new test suite.
(assembly/src/test/sh/init-script-testsuite)
"
"Heavy refactoring, enhancements and testsuite for the initscript","I removed the ""env"" file and its logic because this file increases the complexity.
(Especially on cygwin)
",51,"I removed the ""env"" file and its logic because this file increases the complexity.
(Especially on cygwin)
"
Fixed AMQ-5438. Added code to create KahaDB journal archive location relative to the data directory by default,"Fixed. Added unit test for the issue. Added accessors and listener to allow latching on journal activity for testing.
",50,"Fixed. Added unit test for the issue. Added accessors and listener to allow latching on journal activity for testing.
"
Fixed AMQ-5436. Added logic for temporary destinations in producer and consumer.,"The test tool now supports the use of the temp-queue: and temp-topic: prefixes in addition to queue: and topic:.

Functionality is as follows:
activemq-perf:consumer -Dconsumer.destName=temp-queue://foo 
Code ignores ""foo"", and creates a temporary queue with an ActiveMQ client-generated name.
activemq-perf:producer -Dconsumer.destName=temp-queue://foo 
Code sends messages to a queue called ""temp-queue://foo"".

Unit tests included. Verified as working correctly against a 5.10 broker.
",49,"The test tool now supports the use of the temp-queue: and temp-topic: prefixes in addition to queue: and topic:.

Functionality is as follows:
activemq-perf:consumer -Dconsumer.destName=temp-queue://foo 
Code ignores ""foo"", and creates a temporary queue with an ActiveMQ client-generated name.
activemq-perf:producer -Dconsumer.destName=temp-queue://foo 
Code sends messages to a queue called ""temp-queue://foo"".

Unit tests included. Verified as working correctly against a 5.10 broker.
"
refactoring of the initscript,"- The current version of the script seems to be a bit
  broken, because the ""setup"" option creates a strange looking config.
- The invocation task like ""bstat"" is not executed anymore if the broker
  is not running.
- Fixed a classloader problem.
- Improved default configuration and help output.
",48,"- The current version of the script seems to be a bit
  broken, because the ""setup"" option creates a strange looking config.
- The invocation task like ""bstat"" is not executed anymore if the broker
  is not running.
- Fixed a classloader problem.
- Improved default configuration and help output.
"
https://issues.apache.org/jira/browse/AMQ-5381,"Modified ActiveMQBytesMessage so that the 'compressed' flag is only set when the 'content' is stored, instead of whenever writing is initialized.  This resolves https://issues.apache.org/jira/browse/AMQ-5381

Added unit test to test for AMQ-5381 condition.
",47,"Modified ActiveMQBytesMessage so that the 'compressed' flag is only set when the 'content' is stored, instead of whenever writing is initialized.  This resolves https://issues.apache.org/jira/browse/AMQ-5381

Added unit test to test for AMQ-5381 condition.
"
First step of some refactoring,"This is the first step of my refactoring of the init script. 
",46,"This is the first step of my refactoring of the init script. 
"
[Fixed] https://issues.apache.org/jira/browse/AMQ-5344,"added connector feature from karaf to avoid several transaction managers to get active.  
",45,"added connector feature from karaf to avoid several transaction managers to get active.  
"
AMQ-5281: Incorrect handling of unknown values in selectors,"See https://issues.apache.org/jira/browse/AMQ-5281 for details.
",44,"See https://issues.apache.org/jira/browse/AMQ-5281 for details.
"
"AMQ-5318: JDBC store; commit called on connection that uses autocommit during ""deleteAllMessages""","issue reported at AMQ-5318
",43,"issue reported at AMQ-5318
"
https://issues.apache.org/jira/browse/AMQ-5295 HTTPS Network Connector doesn't work with Mutual,"authentication- HTTPSClientTransport uses wrong SSLSocketFactory
",42,"authentication- HTTPSClientTransport uses wrong SSLSocketFactory
"
https://issues.apache.org/jira/browse/AMQ-5220 Empty body for Statistics,"Advisory Messages when using STOMP protocol
",41,"Advisory Messages when using STOMP protocol
"
https://issues.apache.org/jira/browse/AMQ-5295,"HTTPS Network Connector doesn't work with Mutual authentication- HTTPSClientTransport uses wrong SSLSocketFactory
",40,"HTTPS Network Connector doesn't work with Mutual authentication- HTTPSClientTransport uses wrong SSLSocketFactory
"
Fix for AMQ-5306,"Cleaned up logic around the use of comma separated destinations, sysTest.totalDests and producer.destComposite. The logic is as follows:

Given -Dproducer.destName=foo:
default (-DsysTest.totalDests=1)
- publishes to 1 destination - foo

-DsysTest.totalDests=2
- publishes to 2 destinations - foo.0, foo.1

Given -Dproducer.destName=foo,cheese:
default (-Dproducer.destComposite=false -DsysTest.totalDests=1)
- publishes to 2 destinations - foo and cheese

(-Dproducer.destComposite=false) -DsysTest.totalDests=2
- publishes to 4 destinations - foo.0, foo.1 and cheese.0, cheese.1

-Dproducer.destComposite=true (-DsysTest.totalDests=1)
- publishes to 1 composite destination - ""foo,cheese""

-Dproducer.destComposite=true -DsysTest.totalDests=2
- publishes to 1 composite destination - ""foo.0,foo.1,cheese.0,cheese.1""
",39,"Cleaned up logic around the use of comma separated destinations, sysTest.totalDests and producer.destComposite. The logic is as follows:

Given -Dproducer.destName=foo:
default (-DsysTest.totalDests=1)
- publishes to 1 destination - foo

-DsysTest.totalDests=2
- publishes to 2 destinations - foo.0, foo.1

Given -Dproducer.destName=foo,cheese:
default (-Dproducer.destComposite=false -DsysTest.totalDests=1)
- publishes to 2 destinations - foo and cheese

(-Dproducer.destComposite=false) -DsysTest.totalDests=2
- publishes to 4 destinations - foo.0, foo.1 and cheese.0, cheese.1

-Dproducer.destComposite=true (-DsysTest.totalDests=1)
- publishes to 1 composite destination - ""foo,cheese""

-Dproducer.destComposite=true -DsysTest.totalDests=2
- publishes to 1 composite destination - ""foo.0,foo.1,cheese.0,cheese.1""
"
Fix for AMQ-5301,"Modified the destination construction logic so that numerical prefixes are appended only if sysTest.totalDests is greater than 1.
",38,"Modified the destination construction logic so that numerical prefixes are appended only if sysTest.totalDests is greater than 1.
"
Web-console does not initialize under Spring-4.x because dispatcher-serv...,"...let.xml has very old bean definition.
",37,"...let.xml has very old bean definition.
"
Fix for AMQ-5249,"Approach to the change is described in http://issues.apache.org/jira/browse/AMQ-5294?focusedCommentId=14077910&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-14077910

For some reason there is also a commit in this pull request that was already merged (Added close destroy-method...), apologies something messed up in the workflow.
",36,"Approach to the change is described in http://issues.apache.org/jira/browse/AMQ-5294?focusedCommentId=14077910&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-14077910

For some reason there is also a commit in this pull request that was already merged (Added close destroy-method...), apologies something messed up in the workflow.
"
Fix typo,,35,
Cleanup in ConnectTest,"Cleanup in ConnectTest to do two things:
1) connect/disconnect 500 (which still seems high) times instead of as many as possible in 25seconds.  On fast machines, this is MUCH faster.
2) Actually call Thead.start(), not Thread.run() in cases where it should be on a background thread.
",34,"Cleanup in ConnectTest to do two things:
1) connect/disconnect 500 (which still seems high) times instead of as many as possible in 25seconds.  On fast machines, this is MUCH faster.
2) Actually call Thead.start(), not Thread.run() in cases where it should be on a background thread.
"
[AMQ-5269] Update NIO based transports to use a Select mechanism,"Update NIO based transports to use a Select mechanism for the accepts instead of the blocking select.

Cuts about 10 minutes off the activemq-stomp tests, drops the NIO test execution time down to equal to the non-NIO based tests.
",33,"Update NIO based transports to use a Select mechanism for the accepts instead of the blocking select.

Cuts about 10 minutes off the activemq-stomp tests, drops the NIO test execution time down to equal to the non-NIO based tests.
"
